topic_id,domain,sub_domain,topic_name,year,paper_count,citation_count,influential_count,top_venues,trending_score,source,fetched_at
T0019,Education Technology,Learning Analytics,learning analytics intelligent,2025,455230,0,0,,0.6618,CrossRef API,2026-07-24T14:23:30.355663
T0020,Smart Cities,Urban Computing,smart city IoT,2015,164874,0,0,,0.4007,CrossRef API,2026-07-24T14:23:30.355663
T0020,Smart Cities,Urban Computing,smart city IoT,2016,188608,0,0,,0.4007,CrossRef API,2026-07-24T14:23:30.355663
T0020,Smart Cities,Urban Computing,smart city IoT,2017,212861,0,0,,0.4007,CrossRef API,2026-07-24T14:23:30.355663
T0020,Smart Cities,Urban Computing,smart city IoT,2018,241458,0,0,,0.4007,CrossRef API,2026-07-24T14:23:30.355663
T0020,Smart Cities,Urban Computing,smart city IoT,2019,272241,0,0,,0.4007,CrossRef API,2026-07-24T14:23:30.355663
T0020,Smart Cities,Urban Computing,smart city IoT,2020,301219,0,0,,0.4007,CrossRef API,2026-07-24T14:23:30.355663
T0020,Smart Cities,Urban Computing,smart city IoT,2021,329329,0,0,,0.4007,CrossRef API,2026-07-24T14:23:30.355663
T0020,Smart Cities,Urban Computing,smart city IoT,2022,357635,0,0,,0.4007,CrossRef API,2026-07-24T14:23:30.355663
T0020,Smart Cities,Urban Computing,smart city IoT,2023,401798,0,0,,0.4007,CrossRef API,2026-07-24T14:23:30.355663
T0020,Smart Cities,Urban Computing,smart city IoT,2024,455343,0,0,,0.4007,CrossRef API,2026-07-24T14:23:30.355663
T0020,Smart Cities,Urban Computing,smart city IoT,2025,527023,0,0,,0.4007,CrossRef API,2026-07-24T14:23:30.355663
T0021,Energy & Power Systems,Renewable Energy,solar wind energy,2015,191299,0,0,,0.5017,CrossRef API,2026-07-24T14:23:30.355663
T0021,Energy & Power Systems,Renewable Energy,solar wind energy,2016,208834,0,0,,0.5017,CrossRef API,2026-07-24T14:23:30.355663
T0021,Energy & Power Systems,Renewable Energy,solar wind energy,2017,238655,0,0,,0.5017,CrossRef API,2026-07-24T14:23:30.355663
T0021,Energy & Power Systems,Renewable Energy,solar wind energy,2018,270100,0,0,,0.5017,CrossRef API,2026-07-24T14:23:30.355663
T0021,Energy & Power Systems,Renewable Energy,solar wind energy,2019,312486,0,0,,0.5017,CrossRef API,2026-07-24T14:23:30.355663
T0021,Energy & Power Systems,Renewable Energy,solar wind energy,2020,359567,0,0,,0.5017,CrossRef API,2026-07-24T14:23:30.355663
T0021,Energy & Power Systems,Renewable Energy,solar wind energy,2021,419465,0,0,,0.5017,CrossRef API,2026-07-24T14:23:30.355663
T0021,Energy & Power Systems,Renewable Energy,solar wind energy,2022,472996,0,0,,0.5017,CrossRef API,2026-07-24T14:23:30.355663
T0021,Energy & Power Systems,Renewable Energy,solar wind energy,2023,540493,0,0,,0.5017,CrossRef API,2026-07-24T14:23:30.355663
T0021,Energy & Power Systems,Renewable Energy,solar wind energy,2024,621844,0,0,,0.5017,CrossRef API,2026-07-24T14:23:30.355663
T0021,Energy & Power Systems,Renewable Energy,solar wind energy,2025,717774,0,0,,0.5017,CrossRef API,2026-07-24T14:23:30.355663
T0022,Environmental Science,Climate ML,climate change machine,2015,100410,0,0,,0.582,CrossRef API,2026-07-24T14:23:30.355663
T0022,Environmental Science,Climate ML,climate change machine,2016,111619,0,0,,0.582,CrossRef API,2026-07-24T14:23:30.355663
T0022,Environmental Science,Climate ML,climate change machine,2017,131223,0,0,,0.582,CrossRef API,2026-07-24T14:23:30.355663
T0022,Environmental Science,Climate ML,climate change machine,2018,152559,0,0,,0.582,CrossRef API,2026-07-24T14:23:30.355663
T0022,Environmental Science,Climate ML,climate change machine,2019,187115,0,0,,0.582,CrossRef API,2026-07-24T14:23:30.355663
T0022,Environmental Science,Climate ML,climate change machine,2020,225365,0,0,,0.582,CrossRef API,2026-07-24T14:23:30.355663
T0022,Environmental Science,Climate ML,climate change machine,2021,271964,0,0,,0.582,CrossRef API,2026-07-24T14:23:30.355663
T0022,Environmental Science,Climate ML,climate change machine,2022,312020,0,0,,0.582,CrossRef API,2026-07-24T14:23:30.355663
T0022,Environmental Science,Climate ML,climate change machine,2023,367576,0,0,,0.582,CrossRef API,2026-07-24T14:23:30.355663
T0022,Environmental Science,Climate ML,climate change machine,2024,417597,0,0,,0.582,CrossRef API,2026-07-24T14:23:30.355663
T0022,Environmental Science,Climate ML,climate change machine,2025,495195,0,0,,0.582,CrossRef API,2026-07-24T14:23:30.355663
T0023,Automotive Engineering,Autonomous Driving,autonomous driving self-driving,2015,44881,0,0,,0.4446,CrossRef API,2026-07-24T14:23:30.355663
T0023,Automotive Engineering,Autonomous Driving,autonomous driving self-driving,2016,48618,0,0,,0.4446,CrossRef API,2026-07-24T14:23:30.355663
T0023,Automotive Engineering,Autonomous Driving,autonomous driving self-driving,2017,55278,0,0,,0.4446,CrossRef API,2026-07-24T14:23:30.355663
T0023,Automotive Engineering,Autonomous Driving,autonomous driving self-driving,2018,61310,0,0,,0.4446,CrossRef API,2026-07-24T14:23:30.355663
T0023,Automotive Engineering,Autonomous Driving,autonomous driving self-driving,2019,68750,0,0,,0.4446,CrossRef API,2026-07-24T14:23:30.355663
T0023,Automotive Engineering,Autonomous Driving,autonomous driving self-driving,2020,78461,0,0,,0.4446,CrossRef API,2026-07-24T14:23:30.355663
T0023,Automotive Engineering,Autonomous Driving,autonomous driving self-driving,2021,84950,0,0,,0.4446,CrossRef API,2026-07-24T14:23:30.355663
T0023,Automotive Engineering,Autonomous Driving,autonomous driving self-driving,2022,95883,0,0,,0.4446,CrossRef API,2026-07-24T14:23:30.355663
T0023,Automotive Engineering,Autonomous Driving,autonomous driving self-driving,2023,107012,0,0,,0.4446,CrossRef API,2026-07-24T14:23:30.355663
T0023,Automotive Engineering,Autonomous Driving,autonomous driving self-driving,2024,121686,0,0,,0.4446,CrossRef API,2026-07-24T14:23:30.355663
T0023,Automotive Engineering,Autonomous Driving,autonomous driving self-driving,2025,145887,0,0,,0.4446,CrossRef API,2026-07-24T14:23:30.355663
T0024,Robotics,Robot Learning,robot learning manipulation,2015,59405,0,0,,0.6776,CrossRef API,2026-07-24T14:23:30.355663
T0024,Robotics,Robot Learning,robot learning manipulation,2016,67131,0,0,,0.6776,CrossRef API,2026-07-24T14:23:30.355663
T0024,Robotics,Robot Learning,robot learning manipulation,2017,83577,0,0,,0.6776,CrossRef API,2026-07-24T14:23:30.355663
T0024,Robotics,Robot Learning,robot learning manipulation,2018,101795,0,0,,0.6776,CrossRef API,2026-07-24T14:23:30.355663
T0024,Robotics,Robot Learning,robot learning manipulation,2019,129000,0,0,,0.6776,CrossRef API,2026-07-24T14:23:30.355663
T0024,Robotics,Robot Learning,robot learning manipulation,2020,159309,0,0,,0.6776,CrossRef API,2026-07-24T14:23:30.355663
T0024,Robotics,Robot Learning,robot learning manipulation,2021,198533,0,0,,0.6776,CrossRef API,2026-07-24T14:23:30.355663
T0024,Robotics,Robot Learning,robot learning manipulation,2022,234204,0,0,,0.6776,CrossRef API,2026-07-24T14:23:30.355663
T0024,Robotics,Robot Learning,robot learning manipulation,2023,280672,0,0,,0.6776,CrossRef API,2026-07-24T14:23:30.355663
T0024,Robotics,Robot Learning,robot learning manipulation,2024,324163,0,0,,0.6776,CrossRef API,2026-07-24T14:23:30.355663
T0024,Robotics,Robot Learning,robot learning manipulation,2025,388353,0,0,,0.6776,CrossRef API,2026-07-24T14:23:30.355663
T0025,Manufacturing & Industry 4.0,Industry 4.0,predictive maintenance Industry,2015,34161,0,0,,0.4217,CrossRef API,2026-07-24T14:23:30.355663
T0025,Manufacturing & Industry 4.0,Industry 4.0,predictive maintenance Industry,2016,39423,0,0,,0.4217,CrossRef API,2026-07-24T14:23:30.355663
T0025,Manufacturing & Industry 4.0,Industry 4.0,predictive maintenance Industry,2017,44267,0,0,,0.4217,CrossRef API,2026-07-24T14:23:30.355663
T0025,Manufacturing & Industry 4.0,Industry 4.0,predictive maintenance Industry,2018,50631,0,0,,0.4217,CrossRef API,2026-07-24T14:23:30.355663
T0025,Manufacturing & Industry 4.0,Industry 4.0,predictive maintenance Industry,2019,57936,0,0,,0.4217,CrossRef API,2026-07-24T14:23:30.355663
T0025,Manufacturing & Industry 4.0,Industry 4.0,predictive maintenance Industry,2020,64418,0,0,,0.4217,CrossRef API,2026-07-24T14:23:30.355663
T0025,Manufacturing & Industry 4.0,Industry 4.0,predictive maintenance Industry,2021,72542,0,0,,0.4217,CrossRef API,2026-07-24T14:23:30.355663
T0025,Manufacturing & Industry 4.0,Industry 4.0,predictive maintenance Industry,2022,76216,0,0,,0.4217,CrossRef API,2026-07-24T14:23:30.355663
T0025,Manufacturing & Industry 4.0,Industry 4.0,predictive maintenance Industry,2023,87588,0,0,,0.4217,CrossRef API,2026-07-24T14:23:30.355663
T0025,Manufacturing & Industry 4.0,Industry 4.0,predictive maintenance Industry,2024,100415,0,0,,0.4217,CrossRef API,2026-07-24T14:23:30.355663
T0025,Manufacturing & Industry 4.0,Industry 4.0,predictive maintenance Industry,2025,115067,0,0,,0.4217,CrossRef API,2026-07-24T14:23:30.355663
T0026,Quantum Computing,Quantum ML,quantum computing machine,2015,121157,0,0,,0.5701,CrossRef API,2026-07-24T14:23:30.355663
T0026,Quantum Computing,Quantum ML,quantum computing machine,2016,132515,0,0,,0.5701,CrossRef API,2026-07-24T14:23:30.355663
T0026,Quantum Computing,Quantum ML,quantum computing machine,2017,155622,0,0,,0.5701,CrossRef API,2026-07-24T14:23:30.355663
T0026,Quantum Computing,Quantum ML,quantum computing machine,2018,179502,0,0,,0.5701,CrossRef API,2026-07-24T14:23:30.355663
T0026,Quantum Computing,Quantum ML,quantum computing machine,2019,211198,0,0,,0.5701,CrossRef API,2026-07-24T14:23:30.355663
T0026,Quantum Computing,Quantum ML,quantum computing machine,2020,240667,0,0,,0.5701,CrossRef API,2026-07-24T14:23:30.355663
T0026,Quantum Computing,Quantum ML,quantum computing machine,2021,284318,0,0,,0.5701,CrossRef API,2026-07-24T14:23:30.355663
T0026,Quantum Computing,Quantum ML,quantum computing machine,2022,325314,0,0,,0.5701,CrossRef API,2026-07-24T14:23:30.355663
T0026,Quantum Computing,Quantum ML,quantum computing machine,2023,382793,0,0,,0.5701,CrossRef API,2026-07-24T14:23:30.355663
T0026,Quantum Computing,Quantum ML,quantum computing machine,2024,435675,0,0,,0.5701,CrossRef API,2026-07-24T14:23:30.355663
T0026,Quantum Computing,Quantum ML,quantum computing machine,2025,516544,0,0,,0.5701,CrossRef API,2026-07-24T14:23:30.355663
T0027,GIS & Remote Sensing,Remote Sensing,remote sensing satellite,2015,87553,0,0,,0.5948,CrossRef API,2026-07-24T14:23:30.355663
T0027,GIS & Remote Sensing,Remote Sensing,remote sensing satellite,2016,104575,0,0,,0.5948,CrossRef API,2026-07-24T14:23:30.355663
T0027,GIS & Remote Sensing,Remote Sensing,remote sensing satellite,2017,118923,0,0,,0.5948,CrossRef API,2026-07-24T14:23:30.355663
T0027,GIS & Remote Sensing,Remote Sensing,remote sensing satellite,2018,144447,0,0,,0.5948,CrossRef API,2026-07-24T14:23:30.355663
T0027,GIS & Remote Sensing,Remote Sensing,remote sensing satellite,2019,175625,0,0,,0.5948,CrossRef API,2026-07-24T14:23:30.355663
T0027,GIS & Remote Sensing,Remote Sensing,remote sensing satellite,2020,212113,0,0,,0.5948,CrossRef API,2026-07-24T14:23:30.355663
T0027,GIS & Remote Sensing,Remote Sensing,remote sensing satellite,2021,257442,0,0,,0.5948,CrossRef API,2026-07-24T14:23:30.355663
T0027,GIS & Remote Sensing,Remote Sensing,remote sensing satellite,2022,301415,0,0,,0.5948,CrossRef API,2026-07-24T14:23:30.355663
T0027,GIS & Remote Sensing,Remote Sensing,remote sensing satellite,2023,350711,0,0,,0.5948,CrossRef API,2026-07-24T14:23:30.355663
T0027,GIS & Remote Sensing,Remote Sensing,remote sensing satellite,2024,401599,0,0,,0.5948,CrossRef API,2026-07-24T14:23:30.355663
T0027,GIS & Remote Sensing,Remote Sensing,remote sensing satellite,2025,477201,0,0,,0.5948,CrossRef API,2026-07-24T14:23:30.355663
T0028,Speech & Audio Processing,Speech Recognition,speech recognition synthesis,2015,78090,0,0,,0.2805,CrossRef API,2026-07-24T14:23:30.355663
T0028,Speech & Audio Processing,Speech Recognition,speech recognition synthesis,2016,80075,0,0,,0.2805,CrossRef API,2026-07-24T14:23:30.355663
T0028,Speech & Audio Processing,Speech Recognition,speech recognition synthesis,2017,79304,0,0,,0.2805,CrossRef API,2026-07-24T14:23:30.355663
T0028,Speech & Audio Processing,Speech Recognition,speech recognition synthesis,2018,82902,0,0,,0.2805,CrossRef API,2026-07-24T14:23:30.355663
T0028,Speech & Audio Processing,Speech Recognition,speech recognition synthesis,2019,89437,0,0,,0.2805,CrossRef API,2026-07-24T14:23:30.355663
T0028,Speech & Audio Processing,Speech Recognition,speech recognition synthesis,2020,95116,0,0,,0.2805,CrossRef API,2026-07-24T14:23:30.355663
T0028,Speech & Audio Processing,Speech Recognition,speech recognition synthesis,2021,101547,0,0,,0.2805,CrossRef API,2026-07-24T14:23:30.355663
T0028,Speech & Audio Processing,Speech Recognition,speech recognition synthesis,2022,107125,0,0,,0.2805,CrossRef API,2026-07-24T14:23:30.355663
T0028,Speech & Audio Processing,Speech Recognition,speech recognition synthesis,2023,116425,0,0,,0.2805,CrossRef API,2026-07-24T14:23:30.355663
T0028,Speech & Audio Processing,Speech Recognition,speech recognition synthesis,2024,130583,0,0,,0.2805,CrossRef API,2026-07-24T14:23:30.355663
T0028,Speech & Audio Processing,Speech Recognition,speech recognition synthesis,2025,141983,0,0,,0.2805,CrossRef API,2026-07-24T14:23:30.355663
T0029,AR/VR & Metaverse,XR Technology,augmented reality virtual,2015,14949,0,0,,0.1541,CrossRef API,2026-07-24T14:23:30.355663
T0029,AR/VR & Metaverse,XR Technology,augmented reality virtual,2016,17452,0,0,,0.1541,CrossRef API,2026-07-24T14:23:30.355663
T0029,AR/VR & Metaverse,XR Technology,augmented reality virtual,2017,19173,0,0,,0.1541,CrossRef API,2026-07-24T14:23:30.355663
T0029,AR/VR & Metaverse,XR Technology,augmented reality virtual,2018,22614,0,0,,0.1541,CrossRef API,2026-07-24T14:23:30.355663
T0029,AR/VR & Metaverse,XR Technology,augmented reality virtual,2019,26118,0,0,,0.1541,CrossRef API,2026-07-24T14:23:30.355663
T0029,AR/VR & Metaverse,XR Technology,augmented reality virtual,2020,34622,0,0,,0.1541,CrossRef API,2026-07-24T14:23:30.355663
T0029,AR/VR & Metaverse,XR Technology,augmented reality virtual,2021,50295,0,0,,0.1541,CrossRef API,2026-07-24T14:23:30.355663
T0029,AR/VR & Metaverse,XR Technology,augmented reality virtual,2022,47787,0,0,,0.1541,CrossRef API,2026-07-24T14:23:30.355663
T0029,AR/VR & Metaverse,XR Technology,augmented reality virtual,2023,46817,0,0,,0.1541,CrossRef API,2026-07-24T14:23:30.355663
T0029,AR/VR & Metaverse,XR Technology,augmented reality virtual,2024,49528,0,0,,0.1541,CrossRef API,2026-07-24T14:23:30.355663
T0029,AR/VR & Metaverse,XR Technology,augmented reality virtual,2025,56808,0,0,,0.1541,CrossRef API,2026-07-24T14:23:30.355663
T0030,Internet of Things,IoT ML,internet of things,2015,55801,0,0,,0.5335,CrossRef API,2026-07-24T14:23:30.355663
T0030,Internet of Things,IoT ML,internet of things,2016,61091,0,0,,0.5335,CrossRef API,2026-07-24T14:23:30.355663
T0030,Internet of Things,IoT ML,internet of things,2017,67930,0,0,,0.5335,CrossRef API,2026-07-24T14:23:30.355663
T0030,Internet of Things,IoT ML,internet of things,2018,77526,0,0,,0.5335,CrossRef API,2026-07-24T14:23:30.355663
T0030,Internet of Things,IoT ML,internet of things,2019,88560,0,0,,0.5335,CrossRef API,2026-07-24T14:23:30.355663
T0030,Internet of Things,IoT ML,internet of things,2020,101043,0,0,,0.5335,CrossRef API,2026-07-24T14:23:30.355663
T0030,Internet of Things,IoT ML,internet of things,2021,114064,0,0,,0.5335,CrossRef API,2026-07-24T14:23:30.355663
T0030,Internet of Things,IoT ML,internet of things,2022,129667,0,0,,0.5335,CrossRef API,2026-07-24T14:23:30.355663
T0030,Internet of Things,IoT ML,internet of things,2023,148777,0,0,,0.5335,CrossRef API,2026-07-24T14:23:30.355663
T0030,Internet of Things,IoT ML,internet of things,2024,174583,0,0,,0.5335,CrossRef API,2026-07-24T14:23:30.355663
T0030,Internet of Things,IoT ML,internet of things,2025,205350,0,0,,0.5335,CrossRef API,2026-07-24T14:23:30.355663
T0031,Databases & Big Data,Big Data,big data processing,2015,130397,0,0,,0.4512,CrossRef API,2026-07-24T14:23:30.355663
T0031,Databases & Big Data,Big Data,big data processing,2016,145417,0,0,,0.4512,CrossRef API,2026-07-24T14:23:30.355663
T0031,Databases & Big Data,Big Data,big data processing,2017,161816,0,0,,0.4512,CrossRef API,2026-07-24T14:23:30.355663
T0031,Databases & Big Data,Big Data,big data processing,2018,175293,0,0,,0.4512,CrossRef API,2026-07-24T14:23:30.355663
T0031,Databases & Big Data,Big Data,big data processing,2019,190806,0,0,,0.4512,CrossRef API,2026-07-24T14:23:30.355663
T0031,Databases & Big Data,Big Data,big data processing,2020,205276,0,0,,0.4512,CrossRef API,2026-07-24T14:23:30.355663
T0031,Databases & Big Data,Big Data,big data processing,2021,230786,0,0,,0.4512,CrossRef API,2026-07-24T14:23:30.355663
T0031,Databases & Big Data,Big Data,big data processing,2022,247832,0,0,,0.4512,CrossRef API,2026-07-24T14:23:30.355663
T0031,Databases & Big Data,Big Data,big data processing,2023,342197,0,0,,0.4512,CrossRef API,2026-07-24T14:23:30.355663
T0031,Databases & Big Data,Big Data,big data processing,2024,308426,0,0,,0.4512,CrossRef API,2026-07-24T14:23:30.355663
T0031,Databases & Big Data,Big Data,big data processing,2025,341852,0,0,,0.4512,CrossRef API,2026-07-24T14:23:30.355663
T0032,DevOps & Cloud Native,Cloud Native,cloud computing microservices,2015,53755,0,0,,0.3802,CrossRef API,2026-07-24T14:23:30.355663
T0032,DevOps & Cloud Native,Cloud Native,cloud computing microservices,2016,57596,0,0,,0.3802,CrossRef API,2026-07-24T14:23:30.355663
T0032,DevOps & Cloud Native,Cloud Native,cloud computing microservices,2017,63980,0,0,,0.3802,CrossRef API,2026-07-24T14:23:30.355663
T0032,DevOps & Cloud Native,Cloud Native,cloud computing microservices,2018,72066,0,0,,0.3802,CrossRef API,2026-07-24T14:23:30.355663
T0032,DevOps & Cloud Native,Cloud Native,cloud computing microservices,2019,74499,0,0,,0.3802,CrossRef API,2026-07-24T14:23:30.355663
T0032,DevOps & Cloud Native,Cloud Native,cloud computing microservices,2020,75666,0,0,,0.3802,CrossRef API,2026-07-24T14:23:30.355663
T0032,DevOps & Cloud Native,Cloud Native,cloud computing microservices,2021,80416,0,0,,0.3802,CrossRef API,2026-07-24T14:23:30.355663
T0032,DevOps & Cloud Native,Cloud Native,cloud computing microservices,2022,89916,0,0,,0.3802,CrossRef API,2026-07-24T14:23:30.355663
T0032,DevOps & Cloud Native,Cloud Native,cloud computing microservices,2023,99369,0,0,,0.3802,CrossRef API,2026-07-24T14:23:30.355663
T0032,DevOps & Cloud Native,Cloud Native,cloud computing microservices,2024,111909,0,0,,0.3802,CrossRef API,2026-07-24T14:23:30.355663
T0032,DevOps & Cloud Native,Cloud Native,cloud computing microservices,2025,128237,0,0,,0.3802,CrossRef API,2026-07-24T14:23:30.355663
T0033,Social Media Analytics,Social Media AI,social media sentiment,2015,305034,0,0,,0.3641,CrossRef API,2026-07-24T14:23:30.355663
T0033,Social Media Analytics,Social Media AI,social media sentiment,2016,327956,0,0,,0.3641,CrossRef API,2026-07-24T14:23:30.355663
T0033,Social Media Analytics,Social Media AI,social media sentiment,2017,375145,0,0,,0.3641,CrossRef API,2026-07-24T14:23:30.355663
T0033,Social Media Analytics,Social Media AI,social media sentiment,2018,415962,0,0,,0.3641,CrossRef API,2026-07-24T14:23:30.355663
T0033,Social Media Analytics,Social Media AI,social media sentiment,2019,463163,0,0,,0.3641,CrossRef API,2026-07-24T14:23:30.355663
T0033,Social Media Analytics,Social Media AI,social media sentiment,2020,536857,0,0,,0.3641,CrossRef API,2026-07-24T14:23:30.355663
T0033,Social Media Analytics,Social Media AI,social media sentiment,2021,593637,0,0,,0.3641,CrossRef API,2026-07-24T14:23:30.355663
T0033,Social Media Analytics,Social Media AI,social media sentiment,2022,633578,0,0,,0.3641,CrossRef API,2026-07-24T14:23:30.355663
T0033,Social Media Analytics,Social Media AI,social media sentiment,2023,708720,0,0,,0.3641,CrossRef API,2026-07-24T14:23:30.355663
T0033,Social Media Analytics,Social Media AI,social media sentiment,2024,790622,0,0,,0.3641,CrossRef API,2026-07-24T14:23:30.355663
T0033,Social Media Analytics,Social Media AI,social media sentiment,2025,907052,0,0,,0.3641,CrossRef API,2026-07-24T14:23:30.355663
T0034,Fashion & Textile Technology,Fashion AI,fashion recommendation virtual,2015,23447,0,0,,-0.0426,CrossRef API,2026-07-24T14:23:30.355663
T0034,Fashion & Textile Technology,Fashion AI,fashion recommendation virtual,2016,28231,0,0,,-0.0426,CrossRef API,2026-07-24T14:23:30.355663
T0034,Fashion & Textile Technology,Fashion AI,fashion recommendation virtual,2017,34786,0,0,,-0.0426,CrossRef API,2026-07-24T14:23:30.355663
T0034,Fashion & Textile Technology,Fashion AI,fashion recommendation virtual,2018,34330,0,0,,-0.0426,CrossRef API,2026-07-24T14:23:30.355663
T0034,Fashion & Textile Technology,Fashion AI,fashion recommendation virtual,2019,36731,0,0,,-0.0426,CrossRef API,2026-07-24T14:23:30.355663
T0034,Fashion & Textile Technology,Fashion AI,fashion recommendation virtual,2020,43341,0,0,,-0.0426,CrossRef API,2026-07-24T14:23:30.355663
T0034,Fashion & Textile Technology,Fashion AI,fashion recommendation virtual,2021,55273,0,0,,-0.0426,CrossRef API,2026-07-24T14:23:30.355663
T0034,Fashion & Textile Technology,Fashion AI,fashion recommendation virtual,2022,53864,0,0,,-0.0426,CrossRef API,2026-07-24T14:23:30.355663
T0034,Fashion & Textile Technology,Fashion AI,fashion recommendation virtual,2023,47640,0,0,,-0.0426,CrossRef API,2026-07-24T14:23:30.355663
T0034,Fashion & Textile Technology,Fashion AI,fashion recommendation virtual,2024,46453,0,0,,-0.0426,CrossRef API,2026-07-24T14:23:30.355663
T0034,Fashion & Textile Technology,Fashion AI,fashion recommendation virtual,2025,51887,0,0,,-0.0426,CrossRef API,2026-07-24T14:23:30.355663
T0035,Food Science & Nutrition,Food AI,food safety machine,2015,125815,0,0,,0.5399,CrossRef API,2026-07-24T14:23:30.355663
T0035,Food Science & Nutrition,Food AI,food safety machine,2016,141195,0,0,,0.5399,CrossRef API,2026-07-24T14:23:30.355663
T0035,Food Science & Nutrition,Food AI,food safety machine,2017,161720,0,0,,0.5399,CrossRef API,2026-07-24T14:23:30.355663
T0035,Food Science & Nutrition,Food AI,food safety machine,2018,189576,0,0,,0.5399,CrossRef API,2026-07-24T14:23:30.355663
T0035,Food Science & Nutrition,Food AI,food safety machine,2019,232737,0,0,,0.5399,CrossRef API,2026-07-24T14:23:30.355663
T0035,Food Science & Nutrition,Food AI,food safety machine,2020,269018,0,0,,0.5399,CrossRef API,2026-07-24T14:23:30.355663
T0035,Food Science & Nutrition,Food AI,food safety machine,2021,320364,0,0,,0.5399,CrossRef API,2026-07-24T14:23:30.355663
T0035,Food Science & Nutrition,Food AI,food safety machine,2022,363639,0,0,,0.5399,CrossRef API,2026-07-24T14:23:30.355663
T0035,Food Science & Nutrition,Food AI,food safety machine,2023,418782,0,0,,0.5399,CrossRef API,2026-07-24T14:23:30.355663
T0035,Food Science & Nutrition,Food AI,food safety machine,2024,478728,0,0,,0.5399,CrossRef API,2026-07-24T14:23:30.355663
T0035,Food Science & Nutrition,Food AI,food safety machine,2025,570078,0,0,,0.5399,CrossRef API,2026-07-24T14:23:30.355663
T0036,Mental Health & Psychology Technology,Mental Health AI,mental health depression,2015,159230,0,0,,0.2012,CrossRef API,2026-07-24T14:23:30.355663
T0036,Mental Health & Psychology Technology,Mental Health AI,mental health depression,2016,186452,0,0,,0.2012,CrossRef API,2026-07-24T14:23:30.355663
T0036,Mental Health & Psychology Technology,Mental Health AI,mental health depression,2017,206379,0,0,,0.2012,CrossRef API,2026-07-24T14:23:30.355663
T0036,Mental Health & Psychology Technology,Mental Health AI,mental health depression,2018,231747,0,0,,0.2012,CrossRef API,2026-07-24T14:23:30.355663
T0036,Mental Health & Psychology Technology,Mental Health AI,mental health depression,2019,265382,0,0,,0.2012,CrossRef API,2026-07-24T14:23:30.355663
T0036,Mental Health & Psychology Technology,Mental Health AI,mental health depression,2020,315029,0,0,,0.2012,CrossRef API,2026-07-24T14:23:30.355663
T0036,Mental Health & Psychology Technology,Mental Health AI,mental health depression,2021,347404,0,0,,0.2012,CrossRef API,2026-07-24T14:23:30.355663
T0036,Mental Health & Psychology Technology,Mental Health AI,mental health depression,2022,381104,0,0,,0.2012,CrossRef API,2026-07-24T14:23:30.355663
T0036,Mental Health & Psychology Technology,Mental Health AI,mental health depression,2023,372885,0,0,,0.2012,CrossRef API,2026-07-24T14:23:30.355663
T0036,Mental Health & Psychology Technology,Mental Health AI,mental health depression,2024,410216,0,0,,0.2012,CrossRef API,2026-07-24T14:23:30.355663
T0036,Mental Health & Psychology Technology,Mental Health AI,mental health depression,2025,470391,0,0,,0.2012,CrossRef API,2026-07-24T14:23:30.355663
T0037,Architecture & Construction Technology,Construction AI,building information modeling,2015,145769,0,0,,0.2923,CrossRef API,2026-07-24T14:23:30.355663
T0037,Architecture & Construction Technology,Construction AI,building information modeling,2016,161767,0,0,,0.2923,CrossRef API,2026-07-24T14:23:30.355663
T0037,Architecture & Construction Technology,Construction AI,building information modeling,2017,169516,0,0,,0.2923,CrossRef API,2026-07-24T14:23:30.355663
T0037,Architecture & Construction Technology,Construction AI,building information modeling,2018,182367,0,0,,0.2923,CrossRef API,2026-07-24T14:23:30.355663
T0037,Architecture & Construction Technology,Construction AI,building information modeling,2019,214547,0,0,,0.2923,CrossRef API,2026-07-24T14:23:30.355663
T0037,Architecture & Construction Technology,Construction AI,building information modeling,2020,212302,0,0,,0.2923,CrossRef API,2026-07-24T14:23:30.355663
T0037,Architecture & Construction Technology,Construction AI,building information modeling,2021,234545,0,0,,0.2923,CrossRef API,2026-07-24T14:23:30.355663
T0037,Architecture & Construction Technology,Construction AI,building information modeling,2022,246727,0,0,,0.2923,CrossRef API,2026-07-24T14:23:30.355663
T0037,Architecture & Construction Technology,Construction AI,building information modeling,2023,270044,0,0,,0.2923,CrossRef API,2026-07-24T14:23:30.355663
T0037,Architecture & Construction Technology,Construction AI,building information modeling,2024,293036,0,0,,0.2923,CrossRef API,2026-07-24T14:23:30.355663
T0037,Architecture & Construction Technology,Construction AI,building information modeling,2025,333200,0,0,,0.2923,CrossRef API,2026-07-24T14:23:30.355663
T0038,Journalism & Media Technology,Media AI,fake news detection,2015,55004,0,0,,0.5633,CrossRef API,2026-07-24T14:23:30.355663
T0038,Journalism & Media Technology,Media AI,fake news detection,2016,56444,0,0,,0.5633,CrossRef API,2026-07-24T14:23:30.355663
T0038,Journalism & Media Technology,Media AI,fake news detection,2017,60604,0,0,,0.5633,CrossRef API,2026-07-24T14:23:30.355663
T0038,Journalism & Media Technology,Media AI,fake news detection,2018,66928,0,0,,0.5633,CrossRef API,2026-07-24T14:23:30.355663
T0038,Journalism & Media Technology,Media AI,fake news detection,2019,75706,0,0,,0.5633,CrossRef API,2026-07-24T14:23:30.355663
T0038,Journalism & Media Technology,Media AI,fake news detection,2020,86115,0,0,,0.5633,CrossRef API,2026-07-24T14:23:30.355663
