feature_id,name,category,aliases,first_seen_year,description,difficulty,default_rarity
,TI-RADS,Algorithm,"Thyroid Imaging Reporting and Data System, ACR TI-RADS",2017,Grading system for thyroid nodule risk from ultrasound imaging.,,
,Deep Learning,Algorithm,"DL, Neural Network, Deep Neural Network, DNN",2006,Multi-layer neural networks learning hierarchical feature representations.,,
,Data Augmentation,Algorithm,"Image Augmentation, Synthetic Augmentation",1980,Artificially increasing dataset size by transforming existing samples.,,
,Knowledge Distillation,Algorithm,"Model Compression, Teacher-Student Distillation, Pruning",2006,Compressing a large model into a smaller one by transferring knowledge.,,
,Contrastive Learning,Algorithm,"Self-Supervised Learning, CLIP, DINO, MoCo",2005,Self-supervised learning comparing positive and negative sample pairs.,,
,N-gram,Algorithm,"Unigram, Bigram, TF-IDF, Bag of Words, BoW",1948,Statistical text feature representing contiguous token sequences.,,
,Node Classification,Algorithm,Graph Node Classification,2016,Predicting labels for graph nodes using neighborhood aggregation.,,
,Link Prediction,Algorithm,"Edge Prediction, Relation Prediction",2003,Predicting the existence of edges in a graph.,,
,Cloud Computing,Technology,"AWS, GCP, Azure, Cloud Platform",2006,On-demand delivery of computing resources over the internet.,,
,Flask,Framework,"Flask API, Werkzeug",2010,Lightweight Python WSGI web framework for REST APIs.,,
,Flutter,Framework,"Flutter SDK, Dart UI",2018,Google UI toolkit for natively compiled multi-platform apps.,,
,React Native,Framework,"RN, Expo",2015,Facebook framework for native mobile apps using React.,,
,MIT-BIH Arrhythmia,Dataset,"MIT-BIH, ECG Arrhythmia Dataset",1980,Classic 48-record ECG dataset for arrhythmia classification.,,
,RAVDESS,Dataset,"Emotional Speech Dataset, Ryerson Audio-Visual Database",2018,24-actor emotional speech and song recording dataset.,,
,EfficientDet,Algorithm,"EfficientDet-D0, EfficientDet-D7",2020,Scalable efficient object detection model from Google Brain.,,
,Multimodal AI,Algorithm,"Multimodal Learning, Multimodal Fusion, Vision-Language Model",2017,"AI processing and fusing multiple modalities like text, image, audio.",,
,Class Activation Mapping,Algorithm,"CAM, Score-CAM, EigenCAM",2015,Visualization highlighting discriminative regions for CNN predictions.,,
,Spiking Neural Network,Algorithm,"SNN, Leaky Integrate-and-Fire, LIF Neuron, Neuromorphic Network",1952,Brain-inspired neural network communicating via discrete spike events.,,
,Spike-Timing Dependent Plasticity,Algorithm,"STDP, Hebbian Plasticity, Online Synaptic Learning",1997,Biological learning rule adjusting synaptic strength based on spike timing.,,
,Physics-Informed Neural Network,Algorithm,"PINN, Physics-constrained NN",2017,Neural network embedding physical equations as hard constraints in the loss.,,
,Attention Multiple Instance Learning,Algorithm,"AMIL, MIL, Attention MIL, Weakly Supervised MIL",2018,MIL aggregation using attention weights to highlight relevant instances.,,
,EarthquakeTransformer,Algorithm,"EQTransformer, Seismic Waveform Transformer",2020,Transformer architecture for seismic phase picking and event detection.,,
,GraphSAGE,Algorithm,"Graph Sample and Aggregate, Inductive GNN",2017,Inductive GNN aggregating sampled neighborhood features for unseen nodes.,,
,ByteTrack,Algorithm,"Byte Track, Multi-Object Tracking IoU",2021,High-performance multi-object tracking associating every detection box.,,
,Zero Noise Extrapolation,Algorithm,"ZNE, Quantum Error Mitigation",2017,Quantum error mitigation technique extrapolating to zero-noise limit.,,
,Expectation over Transformation,Algorithm,"EOT, Robust Adversarial Attack",2018,Adversarial attack robust to physical-world transformations.,,
,Randomized Smoothing,Algorithm,"Certified Robustness, Smooth Classifier",2019,Certifiably robust ML via Gaussian noise smoothing of predictions.,,
,Byzantine-Fault-Tolerant Aggregation,Algorithm,"BFT FL, ClippedFedMed, Coordinate-wise Median",2017,FL aggregation robust to corrupted or adversarial client updates.,,
,Membership Inference Attack,Algorithm,"MIA, Shadow Model Attack, Privacy Attack",2017,Attack inferring whether a data point was used in model training.,,
,Continual Learning,Algorithm,"Lifelong Learning, Catastrophic Forgetting Mitigation, EWC",1989,Learning new tasks without forgetting previously learned knowledge.,,
,DAG-GNN,Algorithm,"Directed Acyclic Graph GNN, NOTEARS GNN, Structure Learning GNN",2019,GNN for learning causal DAG structure from observational data.,,
,QMIX,Algorithm,"Monotonic Value Mixing, Cooperative Multi-Agent RL",2018,Multi-agent RL algorithm mixing per-agent Q-values monotonically for cooperative tasks.,,
,Stigmergy,Algorithm,"Digital Pheromone, Ant Colony Swarm Coordination",1959,"Indirect coordination mechanism via environmental modification (e.g., pheromone trails).",,
,Mel-Spectrogram,Algorithm,"Mel Spectrogram, MFCC, Mel-frequency Cepstral Coefficients",1980,Perceptually motivated time-frequency audio representation.,,
,Granger Causality,Algorithm,"Granger Causal Test, Predictive Causality",1969,Statistical test determining if one time series improves prediction of another.,,
,Intel Loihi,Hardware,"Intel Loihi 2, Neuromorphic Chip",2017,Intel's neuromorphic research chip supporting spiking neural networks.,,
,DVS Camera,Hardware,"Dynamic Vision Sensor, Event Camera, DAVIS346",2008,Neuromorphic camera emitting pixel-level events on brightness change.,,
,AD8232 ECG,Hardware,"AD8232, ECG Frontend IC",2013,Single-lead ECG analog front-end IC for heart rate and HRV measurement.,,
,Utah Array,Hardware,"Blackrock Utah Array, Cortical Electrode Array",1991,100-electrode silicon microelectrode array for chronic neural recording.,,
,Wacom Tablet,Hardware,"Digitizing Tablet, Pen Tablet",1983,Pressure-sensitive pen tablet capturing online handwriting kinematics.,,
,Intel NxSDK,Framework,"Lava Framework, Intel Neuromorphic SDK",2017,Intel SDK for programming Loihi neuromorphic chips.,,
,Flower FL,Framework,"flwr, Flower Federated Learning Framework",2020,Open-source framework for federated learning research and production.,,
,Open Quantum Safe,Framework,"liboqs, OQS, PQC Library",2016,Open-source library implementing NIST post-quantum cryptographic algorithms.,,
,ObsPy,Library,"Seismology Python, ObsPy Framework",2010,Python framework for seismological data processing and analysis.,,
,MNE-Python,Library,"MNE, EEG/MEG Analysis Library",2013,"Python library for EEG, MEG, and LFP electrophysiology data analysis.",,
,Rasterio,Library,"GDAL Python, Geospatial Raster IO",2012,"Python library for reading/writing geospatial raster data (GeoTIFF, NetCDF).",,
,DVS128 Gesture Dataset,Dataset,"DVS Gesture, Event Camera Gesture",2017,"DVS event camera dataset for hand gesture recognition (11 classes, 29 users).",,
,BEELINE,Dataset,"BEELINE Benchmark, Gene Regulatory Network Benchmark",2020,Benchmark for evaluating gene regulatory network inference algorithms.,,
,DAIC-WOZ,Dataset,Distress Analysis Interview Corpus,2014,Clinical interview corpus for depression and PTSD detection from speech.,,
,KaraOne,Dataset,Imagined Speech EEG Dataset,2014,EEG dataset of imagined and mimed speech for BCI research.,,
,STEAD,Dataset,Stanford Earthquake Dataset,2019,1.2M labeled seismic waveform dataset for earthquake detection ML.,,
,DRIVE,Dataset,Digital Retinal Images for Vessel Extraction,2004,40-image retinal fundus dataset for vessel segmentation evaluation.,,
,GTSRB,Dataset,German Traffic Sign Recognition Benchmark,2011,"51,839-image dataset for traffic sign recognition (43 classes).",,
,DementiaBank,Dataset,"Pitt Corpus, Cookie Theft Picture Description",1990,Clinical speech dataset for dementia and cognitive decline detection.,,
,GEER,Dataset,GEER Association Liquefaction Database,2010,Geotechnical earthquake reconnaissance database of liquefaction sites.,,
,Neuromorphic Computing,Application,"Brain-Inspired Computing, Neuromorphic AI",1990,Computing paradigm mimicking neural architecture for energy-efficient AI.,,
,Digital Pathology,Application,"Computational Pathology, Whole Slide Image Analysis, WSI Analysis",2000,AI analysis of digitized histopathology slides for cancer diagnosis.,,
,Brain-Computer Interface,Application,"BCI, Neural Interface, Brain Machine Interface",1973,Direct communication pathway between brain signals and external devices.,,
,Maritime Surveillance,Application,"Vessel Tracking, Dark Vessel Detection, AIS Monitoring",2004,AI monitoring of vessel trajectories to detect illegal maritime activity.,,
,Adversarial Robustness,Application,"Robust AI, AI Security, Adversarial Defense",2013,Methods making ML models resistant to adversarial perturbations.,,
,Privacy Auditing,Application,"ML Privacy Audit, Empirical Privacy Measurement",2017,Evaluating the actual privacy leakage of ML systems via attack simulations.,,
,Cohen's Kappa,Metric,"Cohen Kappa, Inter-rater Agreement, Kappa Score",1960,Agreement metric between raters accounting for chance agreement.,,
,Universal Dependency Score,Metric,"UAS, LAS, Dependency Parsing Score",1999,Unlabeled (UAS) and labeled (LAS) attachment scores for dependency parsing.,,
FEAT-0282,OpenBCI Dataset,Dataset,"OpenBCI, EEG OpenBCI",2014,Biosensing and EEG signal datasets gathered via OpenBCI hardware.,Intermediate,0.4
FEAT-0283,WikiText-103,Dataset,"WikiText103, WikiText-2",2016,Large language modeling dataset containing over 100 million tokens extracted from Wikipedia.,Intermediate,0.4
FEAT-0284,LibriSpeech,Dataset,"LibriSpeech ASR corpus, Librispeech",2015,"Large-scale corpus of read English speech derived from audiobooks, used for automatic speech recognition (ASR).",Intermediate,0.4
FEAT-0285,CelebA,Dataset,"CelebFaces Attributes Dataset, CelebA Dataset",2015,Large-scale face attributes dataset with more than 200K celebrity images.,Intermediate,0.4
FEAT-0286,Cityscapes,Dataset,Cityscapes Dataset,2016,Large-scale dataset for semantic urban scene understanding and pixel-level segmentation.,Intermediate,0.4
FEAT-0287,LFW,Dataset,Labeled Faces in the Wild,2007,Database of face photographs designed for studying the problem of unconstrained face recognition.,Intermediate,0.4
FEAT-0288,IMDb Movie Reviews,Dataset,"IMDb dataset, IMDb Reviews",2011,"Binary sentiment classification dataset containing 50,000 highly polar movie reviews.",Intermediate,0.4
FEAT-0289,AG News,Dataset,"AG News Corpus, AGNews",2004,Classification dataset consisting of news articles categorized into four main topics.,Intermediate,0.4
FEAT-0290,DBpedia,Dataset,"DBpedia Dataset, DBpedia Ontology",2007,Structured dataset extracted from information created in various Wikimedia projects.,Intermediate,0.4
FEAT-0291,ADE20K,Dataset,"ADE20K Dataset, Scene Parsing ADE20K",2016,Large-scale image dataset annotated with dense labels for scene parsing and semantic segmentation.,Intermediate,0.4
FEAT-0292,Pascal VOC,Dataset,"PASCAL VOC 2012, VOC2012",2005,"Standardised dataset and evaluation system for image classification, object detection, and segmentation.",Intermediate,0.4
FEAT-0293,Yelp Reviews,Dataset,"Yelp Academic Dataset, Yelp Open Dataset",2013,Dataset containing millions of business reviews and merchant metadata for sentiment analysis.,Intermediate,0.4
FEAT-0294,WordNet,Dataset,WordNet Database,1995,"Large lexical database of English nouns, verbs, adjectives, and adverbs grouped into sets of cognitive synonyms.",Intermediate,0.4
FEAT-0295,ESC-50,Dataset,"ESC-50 Dataset, Environmental Sound Classification",2015,Curated collection of 2000 environmental audio recordings categorized into 50 functional classes.,Intermediate,0.4
FEAT-0296,FSD50K,Dataset,Freesound Dataset 50K,2020,"Large-scale dataset of human-labeled sound events containing over 50,000 audio clips under Creative Commons licenses.",Intermediate,0.4
FEAT-0297,UrbanSound8K,Dataset,UrbanSound,2014,Dataset containing 8732 labeled sound excerpts of urban noises from 10 classes.,Intermediate,0.4
FEAT-0298,MovieLens,Dataset,"MovieLens 100K, MovieLens 1M, MovieLens 20M",1998,Stable benchmark dataset for collaborative filtering and recommendation systems research.,Intermediate,0.4
FEAT-0299,DailyDialog,Dataset,DailyDialog Dataset,2017,High-quality multi-turn dialog dataset covering various daily topics with emotion annotations.,Intermediate,0.4
FEAT-0300,Cornell Movie-Dialogs,Dataset,Cornell Movie Dialogs Corpus,2011,Large metadata-rich collection of fictional conversations extracted from raw movie scripts.,Intermediate,0.4
FEAT-0301,Penn Treebank,Dataset,"PTB, Penn Treebank Dataset",1993,Linguistic corpus containing annotated English text with part-of-speech tags and syntactic structures.,Intermediate,0.4
FEAT-0302,Sentiment140,Dataset,Twitter Sentiment Dataset,2009,Dataset containing 1.6 million tweets annotated with sentiment labels for text classification.,Intermediate,0.4
FEAT-0303,Common Voice,Dataset,Mozilla Common Voice,2019,Mozilla's open-source multi-language dataset of voices for training automatic speech recognition models.,Intermediate,0.4
FEAT-0304,Waymo Open Dataset,Dataset,Waymo Perception Dataset,2019,High-quality multimodal sensor dataset collected by Waymo self-driving vehicles.,Intermediate,0.4
FEAT-0305,Bot-IoT,Dataset,Bot-IoT Dataset,2018,IoT network traffic dataset simulated in a testbed environment with various cyber-attack categories.,Intermediate,0.4
FEAT-0306,WMT14,Dataset,WMT Translation Dataset,2014,Machine translation benchmark dataset containing parallel corpora for European languages.,Intermediate,0.4
FEAT-0307,Multi30K,Dataset,Multi30K Dataset,2016,"Multilingual image description dataset extending Flickr30k with German, French, and Czech sentences.",Intermediate,0.4
FEAT-0308,PubMedQA,Dataset,PubMedQA Dataset,2019,Biomedical question answering dataset collected from PubMed abstracts.,Intermediate,0.4
FEAT-0309,MedQA,Dataset,Medical Question Answering Dataset,2020,Question answering dataset based on medical board examination questions.,Intermediate,0.4
FEAT-0310,CheXpert,Dataset,CheXpert Dataset,2019,"Large dataset of chest radiographs with radiologist reports, labeled for automated interpretation.",Intermediate,0.4
FEAT-0311,CASIA-WebFace,Dataset,CASIA WebFace,2014,"Large face dataset containing nearly 500,000 images of 10,575 subjects for face recognition research.",Intermediate,0.4
FEAT-0312,DeepFashion,Dataset,DeepFashion Dataset,2016,"Large-scale fashion dataset containing over 800,000 images annotated with clothing categories, attributes, and keypoints.",Intermediate,0.4
FEAT-0313,ShapeNet,Dataset,ShapeNet Core,2015,Large-scale repository of 3D CAD models organized according to WordNet synsets.,Intermediate,0.4
FEAT-0314,ModelNet40,Dataset,"ModelNet, Princeton ModelNet",2015,3D CAD model dataset widely used for benchmarking 3D object classification algorithms.,Intermediate,0.4
FEAT-0315,ScanNet,Dataset,ScanNet v2,2017,"RGB-D video dataset of indoor scenes annotated with 3D camera poses, surface reconstructions, and semantic labels.",Intermediate,0.4
