Project_ID,Title,Abstract,Domain,Sub_Domain,Keywords,Objectives,Problem_Statement,Methodology,Modules,Technologies,Algorithms,Dataset_Used,Programming_Languages,Frameworks,Tools,Hardware,Expected_Output,GitHub_Link,Paper_Link,Authors,Institution,Year,Source,Publication_Type,Faculty_Label,Notes
AE054,ESPnet,"ESPnet is an open-source project focused on end-to-end speech processing. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Artificial Intelligence,End-to-End Speech Processing,"End-to-End Speech Processing, Transformer, conformer models, PyTorch","Develop and evaluate a reliable end-to-end speech processing solution that can be reproduced, extended and integrated into real applications.","Existing end-to-end speech processing solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load LibriSpeech, WSJ and multilingual corpora; preprocess the inputs; apply Transformer and conformer models; train, configure or execute the system using PyTorch; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,PyTorch,Transformer and conformer models,"LibriSpeech, WSJ and multilingual corpora",Python,PyTorch,"Git, command line, package manager, testing and documentation tools",CPU supported; CUDA-capable GPU recommended for model training,"A working end-to-end speech processing system with reproducible results, documented configuration and measurable output.",https://github.com/espnet/espnet,https://arxiv.org/abs/1804.00015,ESPnet contributors,Academic consortium,2018,https://github.com/espnet/espnet,Research paper with official code,Excellent,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
AE055,Librosa,"Librosa is an open-source project focused on audio analysis. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Data Science,Audio Analysis,"Audio Analysis, Spectral, temporal feature extraction, Python, NumPy","Develop and evaluate a reliable audio analysis solution that can be reproduced, extended and integrated into real applications.","Existing audio analysis solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load Audio files; preprocess the inputs; apply Spectral and temporal feature extraction; train, configure or execute the system using Python, NumPy; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,"Python, NumPy",Spectral and temporal feature extraction,Audio files,Python,Python,"Git, command line, package manager, testing and documentation tools",CPU supported; CUDA-capable GPU recommended for model training,"A working audio analysis system with reproducible results, documented configuration and measurable output.",https://github.com/librosa/librosa,https://conference.scipy.org/proceedings/scipy2015/brian_mcfee.html,Librosa contributors,Open-source community,2015,https://github.com/librosa/librosa,Research paper with official code,Very Good,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
AE056,Surprise,"Surprise is an open-source project focused on recommendation systems. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Artificial Intelligence,Recommendation Systems,"Recommendation Systems, Collaborative filtering, Python","Develop and evaluate a reliable recommendation systems solution that can be reproduced, extended and integrated into real applications.","Existing recommendation systems solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load MovieLens; preprocess the inputs; apply Collaborative filtering; train, configure or execute the system using Python; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,Python,Collaborative filtering,MovieLens,Python,Python,"Git, command line, package manager, testing and documentation tools",CPU supported; CUDA-capable GPU recommended for model training,"A working recommendation systems system with reproducible results, documented configuration and measurable output.",https://github.com/NicolasHug/Surprise,,Surprise contributors,Independent open-source project,2016,https://github.com/NicolasHug/Surprise,Open-source software project,Very Good,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
AE057,RecBole,"RecBole is an open-source project focused on recommendation systems. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Artificial Intelligence,Recommendation Systems,"Recommendation Systems, Matrix factorization, sequential, graph recommenders, PyTorch","Develop and evaluate a reliable recommendation systems solution that can be reproduced, extended and integrated into real applications.","Existing recommendation systems solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load MovieLens, Amazon and custom datasets; preprocess the inputs; apply Matrix factorization, sequential and graph recommenders; train, configure or execute the system using PyTorch; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,PyTorch,"Matrix factorization, sequential and graph recommenders","MovieLens, Amazon and custom datasets",Python,PyTorch,"Git, command line, package manager, testing and documentation tools",CPU supported; CUDA-capable GPU recommended for model training,"A working recommendation systems system with reproducible results, documented configuration and measurable output.",https://github.com/RUCAIBox/RecBole,https://arxiv.org/abs/2011.01731,RecBole contributors,Renmin University of China,2020,https://github.com/RUCAIBox/RecBole,Research paper with official code,Excellent,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
AE058,TensorFlow Recommenders,"TensorFlow Recommenders is an open-source project focused on recommendation systems. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Artificial Intelligence,Recommendation Systems,"Recommendation Systems, Two-tower retrieval, ranking, TensorFlow","Develop and evaluate a reliable recommendation systems solution that can be reproduced, extended and integrated into real applications.","Existing recommendation systems solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load MovieLens and custom interaction data; preprocess the inputs; apply Two-tower retrieval and ranking; train, configure or execute the system using TensorFlow; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,TensorFlow,Two-tower retrieval and ranking,MovieLens and custom interaction data,Python,TensorFlow,"Git, command line, package manager, testing and documentation tools",CPU supported; CUDA-capable GPU recommended for model training,"A working recommendation systems system with reproducible results, documented configuration and measurable output.",https://github.com/tensorflow/recommenders,,TensorFlow Recommenders contributors,Google,2020,https://github.com/tensorflow/recommenders,Open-source software project,Very Good,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
AE059,Stable-Baselines3,"Stable-Baselines3 is an open-source project focused on reinforcement learning. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Artificial Intelligence,Reinforcement Learning,"Reinforcement Learning, PPO, DQN, SAC, TD3, A2C, PyTorch","Develop and evaluate a reliable reinforcement learning solution that can be reproduced, extended and integrated into real applications.","Existing reinforcement learning solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load Gymnasium environments; preprocess the inputs; apply PPO, DQN, SAC, TD3, A2C; train, configure or execute the system using PyTorch; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,PyTorch,"PPO, DQN, SAC, TD3, A2C",Gymnasium environments,Python,PyTorch,"Git, command line, package manager, testing and documentation tools",CPU supported; CUDA-capable GPU recommended for model training,"A working reinforcement learning system with reproducible results, documented configuration and measurable output.",https://github.com/DLR-RM/stable-baselines3,https://jmlr.org/papers/v22/20-1364.html,Stable-Baselines3 contributors,German Aerospace Center,2020,https://github.com/DLR-RM/stable-baselines3,Research paper with official code,Excellent,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
AE060,Ray RLlib,"Ray RLlib is an open-source project focused on distributed reinforcement learning. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Artificial Intelligence,Distributed Reinforcement Learning,"Distributed Reinforcement Learning, PPO, DQN, distributed training, Python, C++","Develop and evaluate a reliable distributed reinforcement learning solution that can be reproduced, extended and integrated into real applications.","Existing distributed reinforcement learning solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load Simulation environments; preprocess the inputs; apply PPO, DQN and distributed training; train, configure or execute the system using Python, C++; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,"Python, C++","PPO, DQN and distributed training",Simulation environments,"Python, C++",Python,"Git, command line, package manager, testing and documentation tools",CPU supported; CUDA-capable GPU recommended for model training,"A working distributed reinforcement learning system with reproducible results, documented configuration and measurable output.",https://github.com/ray-project/ray,,Ray RLlib contributors,Anyscale,2016,https://github.com/ray-project/ray,Open-source software project,Very Good,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
AE061,AlphaFold,"AlphaFold is an open-source project focused on computational biology. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Artificial Intelligence,Computational Biology,"Computational Biology, Evoformer, invariant point attention, JAX, CUDA","Develop and evaluate a reliable computational biology solution that can be reproduced, extended and integrated into real applications.","Existing computational biology solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load PDB, UniRef90, MGnify; preprocess the inputs; apply Evoformer and invariant point attention; train, configure or execute the system using JAX, CUDA; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,"JAX, CUDA",Evoformer and invariant point attention,"PDB, UniRef90, MGnify",Python,JAX,"Git, command line, package manager, testing and documentation tools",CPU supported; CUDA-capable GPU recommended for model training,"A working computational biology system with reproducible results, documented configuration and measurable output.",https://github.com/google-deepmind/alphafold,https://www.nature.com/articles/s41586-021-03819-2,AlphaFold contributors,DeepMind,2021,https://github.com/google-deepmind/alphafold,Research paper with official code,Excellent,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
AE062,MONAI,"MONAI is an open-source project focused on medical imaging. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Artificial Intelligence,Medical Imaging,"Medical Imaging, Medical image segmentation, classification, PyTorch","Develop and evaluate a reliable medical imaging solution that can be reproduced, extended and integrated into real applications.","Existing medical imaging solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load Medical imaging datasets; preprocess the inputs; apply Medical image segmentation and classification; train, configure or execute the system using PyTorch; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,PyTorch,Medical image segmentation and classification,Medical imaging datasets,Python,PyTorch,"Git, command line, package manager, testing and documentation tools",CPU supported; CUDA-capable GPU recommended for model training,"A working medical imaging system with reproducible results, documented configuration and measurable output.",https://github.com/Project-MONAI/MONAI,https://arxiv.org/abs/2211.02701,MONAI contributors,MONAI Consortium,2019,https://github.com/Project-MONAI/MONAI,Research paper with official code,Excellent,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
AE063,nnU-Net,"nnU-Net is an open-source project focused on medical image segmentation. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Artificial Intelligence,Medical Image Segmentation,"Medical Image Segmentation, Self-configuring U-Net, PyTorch","Develop and evaluate a reliable medical image segmentation solution that can be reproduced, extended and integrated into real applications.","Existing medical image segmentation solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load Medical Segmentation Decathlon; preprocess the inputs; apply Self-configuring U-Net; train, configure or execute the system using PyTorch; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,PyTorch,Self-configuring U-Net,Medical Segmentation Decathlon,Python,PyTorch,"Git, command line, package manager, testing and documentation tools",CPU supported; CUDA-capable GPU recommended for model training,"A working medical image segmentation system with reproducible results, documented configuration and measurable output.",https://github.com/MIC-DKFZ/nnUNet,https://www.nature.com/articles/s41592-020-01008-z,nnU-Net contributors,German Cancer Research Center,2019,https://github.com/MIC-DKFZ/nnUNet,Research paper with official code,Excellent,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
AE064,DeepChem,"DeepChem is an open-source project focused on drug discovery. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Artificial Intelligence,Drug Discovery,"Drug Discovery, Graph neural networks, molecular models, PyTorch, TensorFlow","Develop and evaluate a reliable drug discovery solution that can be reproduced, extended and integrated into real applications.","Existing drug discovery solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load MoleculeNet; preprocess the inputs; apply Graph neural networks and molecular models; train, configure or execute the system using PyTorch, TensorFlow; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,"PyTorch, TensorFlow",Graph neural networks and molecular models,MoleculeNet,Python,PyTorch,"Git, command line, package manager, testing and documentation tools",CPU supported; CUDA-capable GPU recommended for model training,"A working drug discovery system with reproducible results, documented configuration and measurable output.",https://github.com/deepchem/deepchem,https://arxiv.org/abs/1703.00564,DeepChem contributors,DeepChem community,2016,https://github.com/deepchem/deepchem,Research paper with official code,Excellent,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
AE065,Biopython,"Biopython is an open-source project focused on bioinformatics. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Data Science,Bioinformatics,"Bioinformatics, Sequence, structure analysis, Python","Develop and evaluate a reliable bioinformatics solution that can be reproduced, extended and integrated into real applications.","Existing bioinformatics solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load Genomic and protein data; preprocess the inputs; apply Sequence and structure analysis; train, configure or execute the system using Python; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,Python,Sequence and structure analysis,Genomic and protein data,Python,Python,"Git, command line, package manager, testing and documentation tools",CPU supported; CUDA-capable GPU recommended for model training,"A working bioinformatics system with reproducible results, documented configuration and measurable output.",https://github.com/biopython/biopython,https://academic.oup.com/bioinformatics/article/25/11/1422/330687,Biopython contributors,Biopython Project,1999,https://github.com/biopython/biopython,Research paper with official code,Excellent,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
AE066,Scanpy,"Scanpy is an open-source project focused on single-cell genomics. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Data Science,Single-Cell Genomics,"Single-Cell Genomics, PCA, clustering, differential expression, Python","Develop and evaluate a reliable single-cell genomics solution that can be reproduced, extended and integrated into real applications.","Existing single-cell genomics solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load Single-cell RNA sequencing data; preprocess the inputs; apply PCA, clustering, differential expression; train, configure or execute the system using Python; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,Python,"PCA, clustering, differential expression",Single-cell RNA sequencing data,Python,Python,"Git, command line, package manager, testing and documentation tools",CPU supported; CUDA-capable GPU recommended for model training,"A working single-cell genomics system with reproducible results, documented configuration and measurable output.",https://github.com/scverse/scanpy,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-017-1382-0,Scanpy contributors,scverse,2017,https://github.com/scverse/scanpy,Research paper with official code,Excellent,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
AE067,Metasploit Framework,"Metasploit Framework is an open-source project focused on penetration testing. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Cybersecurity,Penetration Testing,"Penetration Testing, Exploit modules, payload delivery, Ruby","Develop and evaluate a reliable penetration testing solution that can be reproduced, extended and integrated into real applications.","Existing penetration testing solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load Security test targets; preprocess the inputs; apply Exploit modules and payload delivery; train, configure or execute the system using Ruby; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,Ruby,Exploit modules and payload delivery,Security test targets,Ruby,Ruby,"Git, command line, package manager, testing and documentation tools",Standard workstation or server; isolated test environment recommended,"A working penetration testing system with reproducible results, documented configuration and measurable output.",https://github.com/rapid7/metasploit-framework,,Metasploit Framework contributors,Rapid7,2003,https://github.com/rapid7/metasploit-framework,Open-source software project,Very Good,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
AE068,OWASP ZAP,"OWASP ZAP is an open-source project focused on web application security. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Cybersecurity,Web Application Security,"Web Application Security, Proxy-based scanning, active testing, Java","Develop and evaluate a reliable web application security solution that can be reproduced, extended and integrated into real applications.","Existing web application security solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load Web applications; preprocess the inputs; apply Proxy-based scanning and active testing; train, configure or execute the system using Java; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,Java,Proxy-based scanning and active testing,Web applications,Java,Java,"Git, command line, package manager, testing and documentation tools",Standard workstation or server; isolated test environment recommended,"A working web application security system with reproducible results, documented configuration and measurable output.",https://github.com/zaproxy/zaproxy,,OWASP ZAP contributors,OWASP,2010,https://github.com/zaproxy/zaproxy,Open-source software project,Very Good,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
AE069,Nmap,"Nmap is an open-source project focused on network discovery. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Cybersecurity,Network Discovery,"Network Discovery, Port scanning, service detection, C, C++, Lua","Develop and evaluate a reliable network discovery solution that can be reproduced, extended and integrated into real applications.","Existing network discovery solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load Network hosts; preprocess the inputs; apply Port scanning and service detection; train, configure or execute the system using C, C++, Lua; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,"C, C++, Lua",Port scanning and service detection,Network hosts,"C, C++, Lua",C,"Git, command line, package manager, testing and documentation tools",Standard workstation or server; isolated test environment recommended,"A working network discovery system with reproducible results, documented configuration and measurable output.",https://github.com/nmap/nmap,,Nmap contributors,Nmap Project,1997,https://github.com/nmap/nmap,Open-source software project,Very Good,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
AE070,sqlmap,"sqlmap is an open-source project focused on database security testing. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Cybersecurity,Database Security Testing,"Database Security Testing, SQL injection detection, exploitation, Python","Develop and evaluate a reliable database security testing solution that can be reproduced, extended and integrated into real applications.","Existing database security testing solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load Web application requests; preprocess the inputs; apply SQL injection detection and exploitation; train, configure or execute the system using Python; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,Python,SQL injection detection and exploitation,Web application requests,Python,Python,"Git, command line, package manager, testing and documentation tools",Standard workstation or server; isolated test environment recommended,"A working database security testing system with reproducible results, documented configuration and measurable output.",https://github.com/sqlmapproject/sqlmap,,sqlmap contributors,sqlmap project,2006,https://github.com/sqlmapproject/sqlmap,Open-source software project,Very Good,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
AE071,Wazuh,"Wazuh is an open-source project focused on security monitoring. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Cybersecurity,Security Monitoring,"Security Monitoring, Log analysis, file integrity, threat detection, C++, Python","Develop and evaluate a reliable security monitoring solution that can be reproduced, extended and integrated into real applications.","Existing security monitoring solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load System and network logs; preprocess the inputs; apply Log analysis, file integrity and threat detection; train, configure or execute the system using C++, Python; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,"C++, Python","Log analysis, file integrity and threat detection",System and network logs,"C++, Python",C++,"Git, command line, package manager, testing and documentation tools",Standard workstation or server; isolated test environment recommended,"A working security monitoring system with reproducible results, documented configuration and measurable output.",https://github.com/wazuh/wazuh,,Wazuh contributors,Wazuh,2015,https://github.com/wazuh/wazuh,Open-source software project,Very Good,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
AE072,Suricata,"Suricata is an open-source project focused on intrusion detection. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Cybersecurity,Intrusion Detection,"Intrusion Detection, Signature, protocol-based inspection, C, Rust","Develop and evaluate a reliable intrusion detection solution that can be reproduced, extended and integrated into real applications.","Existing intrusion detection solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load Network packet streams; preprocess the inputs; apply Signature and protocol-based inspection; train, configure or execute the system using C, Rust; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,"C, Rust",Signature and protocol-based inspection,Network packet streams,"C, Rust",C,"Git, command line, package manager, testing and documentation tools",Standard workstation or server; isolated test environment recommended,"A working intrusion detection system with reproducible results, documented configuration and measurable output.",https://github.com/OISF/suricata,,Suricata contributors,Open Information Security Foundation,2009,https://github.com/OISF/suricata,Open-source software project,Very Good,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
AE073,MISP,"MISP is an open-source project focused on threat intelligence. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Cybersecurity,Threat Intelligence,"Threat Intelligence, Indicator correlation, sharing, PHP, Python","Develop and evaluate a reliable threat intelligence solution that can be reproduced, extended and integrated into real applications.","Existing threat intelligence solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load Threat indicators; preprocess the inputs; apply Indicator correlation and sharing; train, configure or execute the system using PHP, Python; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,"PHP, Python",Indicator correlation and sharing,Threat indicators,"PHP, Python",PHP,"Git, command line, package manager, testing and documentation tools",Standard workstation or server; isolated test environment recommended,"A working threat intelligence system with reproducible results, documented configuration and measurable output.",https://github.com/MISP/MISP,,MISP contributors,MISP Project,2011,https://github.com/MISP/MISP,Open-source software project,Very Good,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
AE074,TheHive,"TheHive is an open-source project focused on incident response. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Cybersecurity,Incident Response,"Incident Response, Case management, alert triage, Scala, Java","Develop and evaluate a reliable incident response solution that can be reproduced, extended and integrated into real applications.","Existing incident response solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load Security alerts and observables; preprocess the inputs; apply Case management and alert triage; train, configure or execute the system using Scala, Java; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,"Scala, Java",Case management and alert triage,Security alerts and observables,"Scala, Java",Scala,"Git, command line, package manager, testing and documentation tools",Standard workstation or server; isolated test environment recommended,"A working incident response system with reproducible results, documented configuration and measurable output.",https://github.com/TheHive-Project/TheHive,,TheHive contributors,StrangeBee,2014,https://github.com/TheHive-Project/TheHive,Open-source software project,Very Good,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
AE075,Zeek,"Zeek is an open-source project focused on network security monitoring. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Cybersecurity,Network Security Monitoring,"Network Security Monitoring, Protocol analysis, event scripting, C++, Zeek script","Develop and evaluate a reliable network security monitoring solution that can be reproduced, extended and integrated into real applications.","Existing network security monitoring solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load Network traffic; preprocess the inputs; apply Protocol analysis and event scripting; train, configure or execute the system using C++, Zeek script; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,"C++, Zeek script",Protocol analysis and event scripting,Network traffic,"C++, Zeek Script",C++,"Git, command line, package manager, testing and documentation tools",Standard workstation or server; isolated test environment recommended,"A working network security monitoring system with reproducible results, documented configuration and measurable output.",https://github.com/zeek/zeek,,Zeek contributors,Zeek Project,1995,https://github.com/zeek/zeek,Open-source software project,Very Good,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
AE076,YARA,"YARA is an open-source project focused on malware identification. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Cybersecurity,Malware Identification,"Malware Identification, Pattern matching rules, C","Develop and evaluate a reliable malware identification solution that can be reproduced, extended and integrated into real applications.","Existing malware identification solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load Files and memory samples; preprocess the inputs; apply Pattern matching rules; train, configure or execute the system using C; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,C,Pattern matching rules,Files and memory samples,"C, Python",C,"Git, command line, package manager, testing and documentation tools",Standard workstation or server; isolated test environment recommended,"A working malware identification system with reproducible results, documented configuration and measurable output.",https://github.com/VirusTotal/yara,,YARA contributors,VirusTotal,2007,https://github.com/VirusTotal/yara,Open-source software project,Very Good,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
AE077,Home Assistant,"Home Assistant is an open-source project focused on smart home automation. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Internet of Things,Smart Home Automation,"Smart Home Automation, Event-driven automation, Python","Develop and evaluate a reliable smart home automation solution that can be reproduced, extended and integrated into real applications.","Existing smart home automation solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load Sensor and device streams; preprocess the inputs; apply Event-driven automation; train, configure or execute the system using Python; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,Python,Event-driven automation,Sensor and device streams,Python,Python,"Git, command line, package manager, testing and documentation tools",IoT devices or microcontrollers plus a server or edge computer,"A working smart home automation system with reproducible results, documented configuration and measurable output.",https://github.com/home-assistant/core,,Home Assistant contributors,Open Home Foundation,2013,https://github.com/home-assistant/core,Open-source software project,Very Good,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
AE078,ThingsBoard,"ThingsBoard is an open-source project focused on iot platform. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Internet of Things,IoT Platform,"IoT Platform, Rule chains, telemetry processing, Java, TypeScript","Develop and evaluate a reliable iot platform solution that can be reproduced, extended and integrated into real applications.","Existing iot platform solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load Device telemetry; preprocess the inputs; apply Rule chains and telemetry processing; train, configure or execute the system using Java, TypeScript; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,"Java, TypeScript",Rule chains and telemetry processing,Device telemetry,"Java, TypeScript",Java,"Git, command line, package manager, testing and documentation tools",IoT devices or microcontrollers plus a server or edge computer,"A working iot platform system with reproducible results, documented configuration and measurable output.",https://github.com/thingsboard/thingsboard,,ThingsBoard contributors,ThingsBoard,2016,https://github.com/thingsboard/thingsboard,Open-source software project,Very Good,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
AE079,Node-RED,"Node-RED is an open-source project focused on flow-based automation. It provides reusable components, reference implementations and workflows for practical or research-oriented use.",Internet of Things,Flow-Based Automation,"Flow-Based Automation, Flow graph execution, JavaScript","Develop and evaluate a reliable flow-based automation solution that can be reproduced, extended and integrated into real applications.","Existing flow-based automation solutions may be difficult to reproduce, scale, configure or deploy consistently across different environments.","Collect or load IoT events and APIs; preprocess the inputs; apply Flow graph execution; train, configure or execute the system using JavaScript; and evaluate the outputs with task-appropriate metrics.",data input; preprocessing; core engine; evaluation; output interface,JavaScript,Flow graph execution,IoT events and APIs,JavaScript,JavaScript,"Git, command line, package manager, testing and documentation tools",IoT devices or microcontrollers plus a server or edge computer,"A working flow-based automation system with reproducible results, documented configuration and measurable output.",https://github.com/node-red/node-red,,Node-RED contributors,OpenJS Foundation,2013,https://github.com/node-red/node-red,Open-source software project,Very Good,GitHub repository is real. Core technical fields are curated from project documentation or associated publications. Narrative fields are project-aligned inferences and should be verified before being treated as quoted facts.
